Name,EA2BX4 (eV),Part1,EPart1 (eV),Part2,EPart2 (eV),Part3,EPart3 (eV),Ef (eV),Efa (eV/atom),A1,A2,B,X1,X2,X3,X4,A1 NumberofProtons,A2 NumberofProtons,B NumberofProtons,X1 NumberofProtons,X2 NumberofProtons,X3 NumberofProtons,X4 NumberofProtons,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,X1 NumberofNeutrons,X2 NumberofNeutrons,X3 NumberofNeutrons,X4 NumberofNeutrons,A1 NumberofShells,A2 NumberofShells,B NumberofShells,X1 NumberofShells,X2 NumberofShells,X3 NumberofShells,X4 NumberofShells,A1 SpecificHeat,A2 SpecificHeat,B SpecificHeat,X1 SpecificHeat,X2 SpecificHeat,X3 SpecificHeat,X4 SpecificHeat,A1 Density,A2 Density,B Density,X1 Density,X2 Density,X3 Density,X4 Density,A1 AtomicRadius,A2 AtomicRadius,B AtomicRadius,X1 AtomicRadius,X2 AtomicRadius,X3 AtomicRadius,X4 AtomicRadius,A1 FirstIonization,A2 FirstIonization,B FirstIonization,X1 FirstIonization,X2 FirstIonization,X3 FirstIonization,X4 FirstIonization,A1 AtomicMass,A2 AtomicMass,B AtomicMass,X1 AtomicMass,X2 AtomicMass,X3 AtomicMass,X4 AtomicMass,A1 MeltingPoint,A2 MeltingPoint,B MeltingPoint,X1 MeltingPoint,X2 MeltingPoint,X3 MeltingPoint,X4 MeltingPoint
Li2PbBr4 ,-7694.23077,PbBr2,"-6,357.67",LiBr,-669.167853,LiBr,-669.167853,1.773916,0.253416571,Li,Li,Pb,Br,Br,Br,Br,3,3,82,35,35,35,35,4,4,125,45,45,45,45,2,2,6,4,4,4,4,3.582,3.582,0.129,0.474,0.474,0.474,0.474,0.534,0.534,11.3,3.12,3.12,3.12,3.12,2.1,2.1,1.8,1.1,1.1,1.1,1.1,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,11.8138,6.941,6.941,207.2,79.904,79.904,79.904,79.904,453.85,453.85,600.75,266.05,266.05,266.05,266.05
Na2PbBr4 ,-9899.854619,PbBr2,"-6,357.67",NaBr,-1769.14858,NaBr,-1769.14858,-3.888478882,-0.555496983,Na,Na,Pb,Br,Br,Br,Br,11,11,82,35,35,35,35,12,12,125,45,45,45,45,3,3,6,4,4,4,4,1.228,1.228,0.129,0.474,0.474,0.474,0.474,0.971,0.971,11.3,3.12,3.12,3.12,3.12,2.2,2.2,1.8,1.1,1.1,1.1,1.1,5.1391,5.1391,7.4167,11.8138,11.8138,11.8138,11.8138,22.99,22.99,207.2,79.904,79.904,79.904,79.904,371.15,371.15,600.75,266.05,266.05,266.05,266.05
K2PbBr4 ,-8874.309696,PbBr2,"-6,357.67",KBr,-1256.924315,KBr,-1256.924315,-2.792085806,-0.398869401,K,K,Pb,Br,Br,Br,Br,19,19,82,35,35,35,35,20,20,125,45,45,45,45,4,4,6,4,4,4,4,0.757,0.757,0.129,0.474,0.474,0.474,0.474,0.862,0.862,11.3,3.12,3.12,3.12,3.12,2.8,2.8,1.8,1.1,1.1,1.1,1.1,4.3407,4.3407,7.4167,11.8138,11.8138,11.8138,11.8138,39.098,39.098,207.2,79.904,79.904,79.904,79.904,336.5,336.5,600.75,266.05,266.05,266.05,266.05
Rb2PbBr4 ,-8672.777297,PbBr2,"-6,357.67",RbBr,-1156.14806,RbBr,-1156.14806,-2.81219668,-0.401742383,Rb,Rb,Pb,Br,Br,Br,Br,37,37,82,35,35,35,35,48,48,125,45,45,45,45,5,5,6,4,4,4,4,0.363,0.363,0.129,0.474,0.474,0.474,0.474,1.53,1.53,11.3,3.12,3.12,3.12,3.12,3,3,1.8,1.1,1.1,1.1,1.1,4.1771,4.1771,7.4167,11.8138,11.8138,11.8138,11.8138,85.468,85.468,207.2,79.904,79.904,79.904,79.904,312.79,312.79,600.75,266.05,266.05,266.05,266.05
Cs2PbBr4 ,-8842.112292,PbBr2,"-6,357.67",CsBr,-1240.628356,CsBr,-1240.628356,-3.186600566,-0.455228652,Cs,Cs,Pb,Br,Br,Br,Br,55,55,82,35,35,35,35,78,78,125,45,45,45,45,6,6,6,4,4,4,4,0.242,0.242,0.129,0.474,0.474,0.474,0.474,1.87,1.87,11.3,3.12,3.12,3.12,3.12,3.3,3.3,1.8,1.1,1.1,1.1,1.1,3.8939,3.8939,7.4167,11.8138,11.8138,11.8138,11.8138,132.905,132.905,207.2,79.904,79.904,79.904,79.904,301.7,301.7,600.75,266.05,266.05,266.05,266.05
Li2GeI4 ,-6131.508999,GeI2,-4131.113997,LiI,"-1,000.47",LiI,"-1,000.47",0.551679971,0.078811424,Li,Li,Ge,I,I,I,I,3,3,32,53,53,53,53,4,4,41,74,74,74,74,2,2,4,5,5,5,5,3.582,3.582,0.32,0.214,0.214,0.214,0.214,0.534,0.534,5.32,4.93,4.93,4.93,4.93,2.1,2.1,1.5,1.3,1.3,1.3,1.3,5.3917,5.3917,7.8994,10.4513,10.4513,10.4513,10.4513,6.941,6.941,72.64,126.904,126.904,126.904,126.904,453.85,453.85,1211.45,386.65,386.65,386.65,386.65
Na2GeI4 ,-8337.023484,GeI2,-4131.113997,NaI,-2101.817719,NaI,-2101.817719,-2.274048723,-0.324864103,Na,Na,Ge,I,I,I,I,11,11,32,53,53,53,53,12,12,41,74,74,74,74,3,3,4,5,5,5,5,1.228,1.228,0.32,0.214,0.214,0.214,0.214,0.971,0.971,5.32,4.93,4.93,4.93,4.93,2.2,2.2,1.5,1.3,1.3,1.3,1.3,5.1391,5.1391,7.8994,10.4513,10.4513,10.4513,10.4513,22.99,22.99,72.64,126.904,126.904,126.904,126.904,371.15,371.15,1211.45,386.65,386.65,386.65,386.65
K2GeI4 ,-7311.272416,GeI2,-4131.113997,KI,-1589.598348,KI,-1589.598348,-0.961723977,-0.13738914,K,K,Ge,I,I,I,I,19,19,32,53,53,53,53,20,20,41,74,74,74,74,4,4,4,5,5,5,5,0.757,0.757,0.32,0.214,0.214,0.214,0.214,0.862,0.862,5.32,4.93,4.93,4.93,4.93,2.8,2.8,1.5,1.3,1.3,1.3,1.3,4.3407,4.3407,7.8994,10.4513,10.4513,10.4513,10.4513,39.098,39.098,72.64,126.904,126.904,126.904,126.904,336.5,336.5,1211.45,386.65,386.65,386.65,386.65
Rb2GeI4 ,-7109.915657,GeI2,-4131.113997,RbI,-1488.800176,RbI,-1488.800176,-1.201308147,-0.17161545,Rb,Rb,Ge,I,I,I,I,37,37,32,53,53,53,53,48,48,41,74,74,74,74,5,5,4,5,5,5,5,0.363,0.363,0.32,0.214,0.214,0.214,0.214,1.53,1.53,5.32,4.93,4.93,4.93,4.93,3,3,1.5,1.3,1.3,1.3,1.3,4.1771,4.1771,7.8994,10.4513,10.4513,10.4513,10.4513,85.468,85.468,72.64,126.904,126.904,126.904,126.904,312.79,312.79,1211.45,386.65,386.65,386.65,386.65
Cs2GeI4 ,-7279.26879,GeI2,-4131.113997,CsI,-1573.613349,CsI,-1573.613349,-0.928094735,-0.132584962,Cs,Cs,Ge,I,I,I,I,55,55,32,53,53,53,53,78,78,41,74,74,74,74,6,6,4,5,5,5,5,0.242,0.242,0.32,0.214,0.214,0.214,0.214,1.87,1.87,5.32,4.93,4.93,4.93,4.93,3.3,3.3,1.5,1.3,1.3,1.3,1.3,3.8939,3.8939,7.8994,10.4513,10.4513,10.4513,10.4513,132.905,132.905,72.64,126.904,126.904,126.904,126.904,301.7,301.7,1211.45,386.65,386.65,386.65,386.65
Li2SnI4 ,-5642.303438,SnI2,"-3,641.95",LiI,"-1,000.47",LiI,"-1,000.47",0.597660667,0.085380095,Li,Li,Sn,I,I,I,I,3,3,50,53,53,53,53,4,4,69,74,74,74,74,2,2,5,5,5,5,5,3.582,3.582,0.228,0.214,0.214,0.214,0.214,0.534,0.534,7.29,4.93,4.93,4.93,4.93,2.1,2.1,1.7,1.3,1.3,1.3,1.3,5.3917,5.3917,7.3439,10.4513,10.4513,10.4513,10.4513,6.941,6.941,118.71,126.904,126.904,126.904,126.904,453.85,453.85,505.21,386.65,386.65,386.65,386.65
Na2SnI4 ,-7847.815822,SnI2,"-3,641.95",NaI,-2101.817719,NaI,-2101.817719,-2.225967027,-0.31799529,Na,Na,Sn,I,I,I,I,11,11,50,53,53,53,53,12,12,69,74,74,74,74,3,3,5,5,5,5,5,1.228,1.228,0.228,0.214,0.214,0.214,0.214,0.971,0.971,7.29,4.93,4.93,4.93,4.93,2.2,2.2,1.7,1.3,1.3,1.3,1.3,5.1391,5.1391,7.3439,10.4513,10.4513,10.4513,10.4513,22.99,22.99,118.71,126.904,126.904,126.904,126.904,371.15,371.15,505.21,386.65,386.65,386.65,386.65
K2SnI4 ,-6822.075172,SnI2,"-3,641.95",KI,-1589.598348,KI,-1589.598348,-0.924060281,-0.132008612,K,K,Sn,I,I,I,I,19,19,50,53,53,53,53,20,20,69,74,74,74,74,4,4,5,5,5,5,5,0.757,0.757,0.228,0.214,0.214,0.214,0.214,0.862,0.862,7.29,4.93,4.93,4.93,4.93,2.8,2.8,1.7,1.3,1.3,1.3,1.3,4.3407,4.3407,7.3439,10.4513,10.4513,10.4513,10.4513,39.098,39.098,118.71,126.904,126.904,126.904,126.904,336.5,336.5,505.21,386.65,386.65,386.65,386.65
Rb2SnI4 ,-6620.778866,SnI2,"-3,641.95",RbI,-1488.800176,RbI,-1488.800176,-1.224097451,-0.174871064,Rb,Rb,Sn,I,I,I,I,37,37,50,53,53,53,53,48,48,69,74,74,74,74,5,5,5,5,5,5,5,0.363,0.363,0.228,0.214,0.214,0.214,0.214,1.53,1.53,7.29,4.93,4.93,4.93,4.93,3,3,1.7,1.3,1.3,1.3,1.3,4.1771,4.1771,7.3439,10.4513,10.4513,10.4513,10.4513,85.468,85.468,118.71,126.904,126.904,126.904,126.904,312.79,312.79,505.21,386.65,386.65,386.65,386.65
Cs2SnI4 ,-6790.158099,SnI2,"-3,641.95",CsI,-1573.613349,CsI,-1573.613349,-0.976984039,-0.139569148,Cs,Cs,Sn,I,I,I,I,55,55,50,53,53,53,53,78,78,69,74,74,74,74,6,6,5,5,5,5,5,0.242,0.242,0.228,0.214,0.214,0.214,0.214,1.87,1.87,7.29,4.93,4.93,4.93,4.93,3.3,3.3,1.7,1.3,1.3,1.3,1.3,3.8939,3.8939,7.3439,10.4513,10.4513,10.4513,10.4513,132.905,132.905,118.71,126.904,126.904,126.904,126.904,301.7,301.7,505.21,386.65,386.65,386.65,386.65
Li2PbI4 ,-9023.120631,PbI2,"-7,023.17",LiI,"-1,000.47",LiI,"-1,000.47",0.992991,0.141855857,Li,Li,Pb,I,I,I,I,3,3,82,53,53,53,53,4,4,125,74,74,74,74,2,2,6,5,5,5,5,3.582,3.582,0.129,0.214,0.214,0.214,0.214,0.534,0.534,11.3,4.93,4.93,4.93,4.93,2.1,2.1,1.8,1.3,1.3,1.3,1.3,5.3917,5.3917,7.4167,10.4513,10.4513,10.4513,10.4513,6.941,6.941,207.2,126.904,126.904,126.904,126.904,453.85,453.85,600.75,386.65,386.65,386.65,386.65
Na2PbI4 ,-11228.63344,PbI2,"-7,023.17",NaI,-2101.817719,NaI,-2101.817719,-1.831061694,-0.261580242,Na,Na,Pb,I,I,I,I,11,11,82,53,53,53,53,12,12,125,74,74,74,74,3,3,6,5,5,5,5,1.228,1.228,0.129,0.214,0.214,0.214,0.214,0.971,0.971,11.3,4.93,4.93,4.93,4.93,2.2,2.2,1.8,1.3,1.3,1.3,1.3,5.1391,5.1391,7.4167,10.4513,10.4513,10.4513,10.4513,22.99,22.99,207.2,126.904,126.904,126.904,126.904,371.15,371.15,600.75,386.65,386.65,386.65,386.65
K2PbI4 ,-10203.06356,PbI2,"-7,023.17",KI,-1589.598348,KI,-1589.598348,-0.699924948,-0.099989278,K,K,Pb,I,I,I,I,19,19,82,53,53,53,53,20,20,125,74,74,74,74,4,4,6,5,5,5,5,0.757,0.757,0.129,0.214,0.214,0.214,0.214,0.862,0.862,11.3,4.93,4.93,4.93,4.93,2.8,2.8,1.8,1.3,1.3,1.3,1.3,4.3407,4.3407,7.4167,10.4513,10.4513,10.4513,10.4513,39.098,39.098,207.2,126.904,126.904,126.904,126.904,336.5,336.5,600.75,386.65,386.65,386.65,386.65
Rb2PbI4 ,-10001.63084,PbI2,"-7,023.17",RbI,-1488.800176,RbI,-1488.800176,-0.863548118,-0.123364017,Rb,Rb,Pb,I,I,I,I,37,37,82,53,53,53,53,48,48,125,74,74,74,74,5,5,6,5,5,5,5,0.363,0.363,0.129,0.214,0.214,0.214,0.214,1.53,1.53,11.3,4.93,4.93,4.93,4.93,3,3,1.8,1.3,1.3,1.3,1.3,4.1771,4.1771,7.4167,10.4513,10.4513,10.4513,10.4513,85.468,85.468,207.2,126.904,126.904,126.904,126.904,312.79,312.79,600.75,386.65,386.65,386.65,386.65
Cs2PbI4 ,-10171.02572,PbI2,"-7,023.17",CsI,-1573.613349,CsI,-1573.613349,-0.632081706,-0.090297387,Cs,Cs,Pb,I,I,I,I,55,55,82,53,53,53,53,78,78,125,74,74,74,74,6,6,6,5,5,5,5,0.242,0.242,0.129,0.214,0.214,0.214,0.214,1.87,1.87,11.3,4.93,4.93,4.93,4.93,3.3,3.3,1.8,1.3,1.3,1.3,1.3,3.8939,3.8939,7.4167,10.4513,10.4513,10.4513,10.4513,132.905,132.905,207.2,126.904,126.904,126.904,126.904,301.7,301.7,600.75,386.65,386.65,386.65,386.65
LiNaGeF4,-6691.40951,GeF2,"-3,861.99",LiF,-865.8320455,NaF,-1967.7946,4.210787704,0.601541101,Li,Na,Ge,F,F,F,F,3,11,32,9,9,9,9,4,12,41,10,10,10,10,2,3,4,2,2,2,2,3.582,1.228,0.32,0.824,0.824,0.824,0.824,0.534,0.971,5.32,0.0017,0.0017,0.0017,0.0017,2.1,2.2,1.5,0.57,0.57,0.57,0.57,5.3917,5.1391,7.8994,17.4228,17.4228,17.4228,17.4228,6.941,22.99,72.64,18.998,18.998,18.998,18.998,453.85,371.15,1211.45,53.63,53.63,53.63,53.63
NaKGeCl4,-6331.743092,GeCl2,"-3,384.43",NaCl,-1729.466839,KCl,-1217.278105,-0.572812853,-0.081830408,Na,K,Ge,Cl,Cl,Cl,Cl,11,19,32,17,17,17,17,12,20,41,18,18,18,18,3,4,4,3,3,3,3,1.228,0.757,0.32,0.479,0.479,0.479,0.479,0.971,0.862,5.32,0.00321,0.00321,0.00321,0.00321,2.2,2.8,1.5,0.97,0.97,0.97,0.97,5.1391,4.3407,7.8994,12.9676,12.9676,12.9676,12.9676,22.99,39.098,72.64,35.453,35.453,35.453,35.453,371.15,336.5,1211.45,172.31,172.31,172.31,172.31
KCsSnCl4,-5314.29355,SnCl2,"-2,896.18",KCl,-1217.278105,CsCl,-1199.475381,-1.363966793,-0.194852399,K,Cs,Sn,Cl,Cl,Cl,Cl,19,55,50,17,17,17,17,20,78,69,18,18,18,18,4,6,5,3,3,3,3,0.757,0.242,0.228,0.479,0.479,0.479,0.479,0.862,1.87,7.29,0.00321,0.00321,0.00321,0.00321,2.8,3.3,1.7,0.97,0.97,0.97,0.97,4.3407,3.8939,7.3439,12.9676,12.9676,12.9676,12.9676,39.098,132.905,118.71,35.453,35.453,35.453,35.453,336.5,301.7,505.21,172.31,172.31,172.31,172.31
LiKSnBr4,-4903.262548,SnBr2,-2977.570521,LiBr,-669.167853,KBr,-1256.924315,0.400141291,0.057163042,Li,K,Sn,Br,Br,Br,Br,3,19,50,35,35,35,35,4,20,69,45,45,45,45,2,4,5,4,4,4,4,3.582,0.757,0.228,0.474,0.474,0.474,0.474,0.534,0.862,7.29,3.12,3.12,3.12,3.12,2.1,2.8,1.7,1.1,1.1,1.1,1.1,5.3917,4.3407,7.3439,11.8138,11.8138,11.8138,11.8138,6.941,39.098,118.71,79.904,79.904,79.904,79.904,453.85,336.5,505.21,266.05,266.05,266.05,266.05
KRbPbBr4,-8773.559922,PbBr2,"-6,357.67",KBr,-1256.924315,RbBr,-1156.14806,-2.81856684,-0.402652406,K,Rb,Pb,Br,Br,Br,Br,19,37,82,35,35,35,35,20,48,125,45,45,45,45,4,5,6,4,4,4,4,0.757,0.363,0.129,0.474,0.474,0.474,0.474,0.862,1.53,11.3,3.12,3.12,3.12,3.12,2.8,3,1.8,1.1,1.1,1.1,1.1,4.3407,4.1771,7.4167,11.8138,11.8138,11.8138,11.8138,39.098,85.468,207.2,79.904,79.904,79.904,79.904,336.5,312.79,600.75,266.05,266.05,266.05,266.05
RbCsPbI4,-10086.33636,PbI2,"-7,023.17",RbI,-1488.800176,CsI,-1573.613349,-0.755894853,-0.107984979,Rb,Cs,Pb,I,I,I,I,37,55,82,53,53,53,53,48,78,125,74,74,74,74,5,6,6,5,5,5,5,0.363,0.242,0.129,0.214,0.214,0.214,0.214,1.53,1.87,11.3,4.93,4.93,4.93,4.93,3,3.3,1.8,1.3,1.3,1.3,1.3,4.1771,3.8939,7.4167,10.4513,10.4513,10.4513,10.4513,85.468,132.905,207.2,126.904,126.904,126.904,126.904,312.79,301.7,600.75,386.65,386.65,386.65,386.65
Li2GeF3Cl,-5350.647037,GeF2,"-3,861.99",LiF,-865.8320455,LiCl,-627.3825355,4.5611965,0.6515995,Li,Li,Ge,F,F,F,Cl,3,3,32,9,9,9,17,4,4,41,10,10,10,18,2,2,4,2,2,2,3,3.582,3.582,0.32,0.824,0.824,0.824,0.479,0.534,0.534,5.32,0.0017,0.0017,0.0017,0.00321,2.1,2.1,1.5,0.57,0.57,0.57,0.97,5.3917,5.3917,7.8994,17.4228,17.4228,17.4228,12.9676,6.941,6.941,72.64,18.998,18.998,18.998,35.453,453.85,453.85,1211.45,53.63,53.63,53.63,172.31
Na2GeF3Cl,-7561.567175,GeF2,"-3,861.99",NaF,-1967.7946,NaCl,-1729.466839,-2.312083835,-0.330297691,Na,Na,Ge,F,F,F,Cl,11,11,32,9,9,9,17,12,12,41,10,10,10,18,3,3,4,2,2,2,3,1.228,1.228,0.32,0.824,0.824,0.824,0.479,0.971,0.971,5.32,0.0017,0.0017,0.0017,0.00321,2.2,2.2,1.5,0.57,0.57,0.57,0.97,5.1391,5.1391,7.8994,17.4228,17.4228,17.4228,12.9676,22.99,22.99,72.64,18.998,18.998,18.998,35.453,371.15,371.15,1211.45,53.63,53.63,53.63,172.31
Li2SnCl3Br,-4190.742257,SnCl2,"-2,896.18",LiCl,-627.3825355,LiBr,-669.167853,1.984229,0.283461286,Li,Li,Sn,Cl,Cl,Cl,Br,3,3,50,17,17,17,35,4,4,69,18,18,18,45,2,2,5,3,3,3,4,3.582,3.582,0.228,0.479,0.479,0.479,0.474,0.534,0.534,7.29,0.00321,0.00321,0.00321,3.12,2.1,2.1,1.7,0.97,0.97,0.97,1.1,5.3917,5.3917,7.3439,12.9676,12.9676,12.9676,11.8138,6.941,6.941,118.71,35.453,35.453,35.453,79.904,453.85,453.85,505.21,172.31,172.31,172.31,266.05
Na2SnCl3Br,-6396.420853,SnCl2,"-2,896.18",NaCl,-1729.466839,NaBr,-1769.14858,-1.629336441,-0.232762349,Na,Na,Sn,Cl,Cl,Cl,Br,11,11,50,17,17,17,35,12,12,69,18,18,18,45,3,3,5,3,3,3,4,1.228,1.228,0.228,0.479,0.479,0.479,0.474,0.971,0.971,7.29,0.00321,0.00321,0.00321,3.12,2.2,2.2,1.7,0.97,0.97,0.97,1.1,5.1391,5.1391,7.3439,12.9676,12.9676,12.9676,11.8138,22.99,22.99,118.71,35.453,35.453,35.453,79.904,371.15,371.15,505.21,172.31,172.31,172.31,266.05
Li2PbBr3I,-8026.537709,PbBr2,"-6,357.67",LiBr,-669.167853,LiI,"-1,000.47",0.772465,0.110352143,Li,Li,Pb,Br,Br,Br,I,3,3,82,35,35,35,53,4,4,125,45,45,45,74,2,2,6,4,4,4,5,3.582,3.582,0.129,0.474,0.474,0.474,0.214,0.534,0.534,11.3,3.12,3.12,3.12,4.93,2.1,2.1,1.8,1.1,1.1,1.1,1.3,5.3917,5.3917,7.4167,11.8138,11.8138,11.8138,10.4513,6.941,6.941,207.2,79.904,79.904,79.904,126.904,453.85,453.85,600.75,266.05,266.05,266.05,386.65
Na2PbBr3I,-10232.14793,PbBr2,"-6,357.67",NaBr,-1769.14858,NaI,-2101.817719,-3.512650847,-0.501807264,Na,Na,Pb,Br,Br,Br,I,11,11,82,35,35,35,53,12,12,125,45,45,45,74,3,3,6,4,4,4,5,1.228,1.228,0.129,0.474,0.474,0.474,0.214,0.971,0.971,11.3,3.12,3.12,3.12,4.93,2.2,2.2,1.8,1.1,1.1,1.1,1.3,5.1391,5.1391,7.4167,11.8138,11.8138,11.8138,10.4513,22.99,22.99,207.2,79.904,79.904,79.904,126.904,371.15,371.15,600.75,266.05,266.05,266.05,386.65
K2GeF2Cl2,-6296.270377,GeF2,"-3,861.99",KCl,-1217.278105,KCl,-1217.278105,0.279485357,0.03992648,K,K,Ge,F,F,Cl,Cl,19,19,32,9,9,17,17,20,20,41,10,10,18,18,4,4,4,2,2,3,3,0.757,0.757,0.32,0.824,0.824,0.479,0.479,0.862,0.862,5.32,0.0017,0.0017,0.00321,0.00321,2.8,2.8,1.5,0.57,0.57,0.97,0.97,4.3407,4.3407,7.8994,17.4228,17.4228,12.9676,12.9676,39.098,39.098,72.64,18.998,18.998,35.453,35.453,336.5,336.5,1211.45,53.63,53.63,172.31,172.31
Rb2GeF3Br,-6373.053415,GeF2,"-3,861.99",RbF,-1353.873619,RbBr,-1156.14806,-1.03808334,-0.14829762,Rb,Rb,Ge,F,F,F,Br,37,37,32,9,9,9,35,48,48,41,10,10,10,45,5,5,4,2,2,2,4,0.363,0.363,0.32,0.824,0.824,0.824,0.474,1.53,1.53,5.32,0.0017,0.0017,0.0017,3.12,3,3,1.5,0.57,0.57,0.57,1.1,4.1771,4.1771,7.8994,17.4228,17.4228,17.4228,11.8138,85.468,85.468,72.64,18.998,18.998,18.998,79.904,312.79,312.79,1211.45,53.63,53.63,53.63,266.05
K2SnBr2ICl,-5784.632888,SnBr2,-2977.570521,KI,-1589.598348,KCl,-1217.278105,-0.185913949,-0.026559136,K,K,Sn,Br,Br,I,Cl,19,19,50,35,35,53,17,20,20,69,45,45,74,18,4,4,5,4,4,5,3,0.757,0.757,0.228,0.474,0.474,0.214,0.479,0.862,0.862,7.29,3.12,3.12,4.93,0.00321,2.8,2.8,1.7,1.1,1.1,1.3,0.97,4.3407,4.3407,7.3439,11.8138,11.8138,10.4513,12.9676,39.098,39.098,118.71,79.904,79.904,126.904,35.453,336.5,336.5,505.21,266.05,266.05,386.65,172.31
Cs2PbI3Cl,-9797.945739,PbI2,"-7,023.17",CsI,-1573.613349,CsCl,-1199.475381,-1.690069293,-0.24143847,Cs,Cs,Pb,I,I,I,Cl,55,55,82,53,53,53,17,78,78,125,74,74,74,18,6,6,6,5,5,5,3,0.242,0.242,0.129,0.214,0.214,0.214,0.479,1.87,1.87,11.3,4.93,4.93,4.93,0.00321,3.3,3.3,1.8,1.3,1.3,1.3,0.97,3.8939,3.8939,7.4167,10.4513,10.4513,10.4513,12.9676,132.905,132.905,207.2,126.904,126.904,126.904,35.453,301.7,301.7,600.75,386.65,386.65,386.65,172.31
K2PbFClBrI,-9362.816322,PbFCl,"-6,515.78",KBr,-1256.924315,KI,-1589.598348,-0.513714474,-0.073387782,K,K,Pb,F,Cl,Br,I,19,19,82,9,17,35,53,20,20,125,10,18,45,74,4,4,6,2,3,4,5,0.757,0.757,0.129,0.824,0.479,0.474,0.214,0.862,0.862,11.3,0.0017,0.00321,3.12,4.93,2.8,2.8,1.8,0.57,0.97,1.1,1.3,4.3407,4.3407,7.4167,17.4228,12.9676,11.8138,10.4513,39.098,39.098,207.2,18.998,35.453,79.904,126.904,336.5,336.5,600.75,53.63,172.31,266.05,386.65
Cs2SnBr2I2,-6125.679725,SnBr2,-2977.570521,CsI,-1573.613349,CsI,-1573.613349,-0.882505659,-0.126072237,Cs,Cs,Sn,Br,Br,I,I,55,55,50,35,35,53,53,78,78,69,45,45,74,74,6,6,5,4,4,5,5,0.242,0.242,0.228,0.474,0.474,0.214,0.214,1.87,1.87,7.29,3.12,3.12,4.93,4.93,3.3,3.3,1.7,1.1,1.1,1.3,1.3,3.8939,3.8939,7.3439,11.8138,11.8138,10.4513,10.4513,132.905,132.905,118.71,79.904,79.904,126.904,126.904,301.7,301.7,505.21,266.05,266.05,386.65,386.65
Rb2PbF3I,-9596.362342,PbF2,-6753.838817,RbF,-1353.873619,RbI,-1488.800176,0.150269583,0.021467083,Rb,Rb,Pb,F,F,F,I,37,37,82,9,9,9,53,48,48,125,10,10,10,74,5,5,6,2,2,2,5,0.363,0.363,0.129,0.824,0.824,0.824,0.214,1.53,1.53,11.3,0.0017,0.0017,0.0017,4.93,3,3,1.8,0.57,0.57,0.57,1.3,4.1771,4.1771,7.4167,17.4228,17.4228,17.4228,10.4513,85.468,85.468,207.2,18.998,18.998,18.998,126.904,312.79,312.79,600.75,53.63,53.63,53.63,386.65
Rb2SnCl2I2,-5874.601158,SnCl2,"-2,896.18",RbI,-1488.800176,RbI,-1488.800176,-0.824708559,-0.117815508,Rb,Rb,Sn,Cl,Cl,I,I,37,37,50,17,17,53,53,48,48,69,18,18,74,74,5,5,5,3,3,5,5,0.363,0.363,0.228,0.479,0.479,0.214,0.214,1.53,1.53,7.29,0.00321,0.00321,4.93,4.93,3,3,1.7,0.97,0.97,1.3,1.3,4.1771,4.1771,7.3439,12.9676,12.9676,10.4513,10.4513,85.468,85.468,118.71,35.453,35.453,126.904,126.904,312.79,312.79,505.21,172.31,172.31,386.65,386.65
LiRbGeF4,-6077.926942,GeF2,"-3,861.99",LiF,-865.8320455,RbF,-1353.873619,3.772374801,0.538910686,Li,Rb,Ge,F,F,F,F,3,37,32,9,9,9,9,4,48,41,10,10,10,10,2,5,4,2,2,2,2,3.582,0.363,0.32,0.824,0.824,0.824,0.824,0.534,1.53,5.32,0.0017,0.0017,0.0017,0.0017,2.1,3,1.5,0.57,0.57,0.57,0.57,5.3917,4.1771,7.8994,17.4228,17.4228,17.4228,17.4228,6.941,85.468,72.64,18.998,18.998,18.998,18.998,453.85,312.79,1211.45,53.63,53.63,53.63,53.63
LiCsGeF4,-6162.79579,GeF2,"-3,861.99",LiF,-865.8320455,CsF,-1437.835438,2.865345523,0.409335075,Li,Cs,Ge,F,F,F,F,3,55,32,9,9,9,9,4,78,41,10,10,10,10,2,6,4,2,2,2,2,3.582,0.242,0.32,0.824,0.824,0.824,0.824,0.534,1.87,5.32,0.0017,0.0017,0.0017,0.0017,2.1,3.3,1.5,0.57,0.57,0.57,0.57,5.3917,3.8939,7.8994,17.4228,17.4228,17.4228,17.4228,6.941,132.905,72.64,18.998,18.998,18.998,18.998,453.85,301.7,1211.45,53.63,53.63,53.63,53.63
LiRbGeCl4,-5128.199224,GeCl2,"-3,384.43",LiCl,-627.3825355,RbCl,-1115.301352,-1.09000138,-0.155714483,Li,Rb,Ge,Cl,Cl,Cl,Cl,3,37,32,17,17,17,17,4,48,41,18,18,18,18,2,5,4,3,3,3,3,3.582,0.363,0.32,0.479,0.479,0.479,0.479,0.534,1.53,5.32,0.00321,0.00321,0.00321,0.00321,2.1,3,1.5,0.97,0.97,0.97,0.97,5.3917,4.1771,7.8994,12.9676,12.9676,12.9676,12.9676,6.941,85.468,72.64,35.453,35.453,35.453,35.453,453.85,312.79,1211.45,172.31,172.31,172.31,172.31
